time_ps,atom_index,full_lj_displacement_nm,full_lj_native_velocity_nm_per_ps,continuous_k2_displacement_nm,continuous_k2_native_velocity_nm_per_ps,unprojected_be_displacement_nm,unprojected_be_native_velocity_nm_per_ps,relifted_be_displacement_nm,relifted_be_native_velocity_nm_per_ps
0.042,1,0.000566890837652848,0.026175475614453436,0.0005639715433708071,0.026057902603623406,0.00058648800576273,0.025834133921656503,0.0005862383473821059,0.025813659378656737
0.042,2,5.052987988661442e-06,0.00047803549860626167,5.0227709194573415e-06,0.00047513928696566945,6.54451249484586e-06,0.0005412016307464167,6.5427024496956325e-06,0.0005410563827116017
0.044,0,0.00937359422075771,-0.027805869551501786,0.009376786697011901,-0.027683447978599982,0.009351943898638507,-0.027511791551962535,0.00935224213765264,-0.027488406257783583
0.044,1,0.0006203272553645634,0.027257314835077907,0.0006171712207931584,0.027138228629266833,0.0006402774101312881,0.026894702184279043,0.0006399813003426711,0.02687147648028247
0.044,2,6.078523877725976e-06,0.0005485547164238798,6.042082194959863e-06,0.0005452193493331323,7.778691230212822e-06,0.0006170893676834805,7.776562004697826e-06,0.0006169297775010966
0.046,0,0.009316843188138689,-0.028942490499840105,0.009320282087841848,-0.02881856343727735,0.009294678842368113,-0.02863252813519799,0.009295029790231446,-0.02860617371059694
0.046,1,0.0006759053046257501,0.02831696619034717,0.0006725099919877163,0.028196856448167232,0.0006961433596398029,0.027932974754257427,0.0006957948869044284,0.027906793280878785
0.046,2,7.251507235561098e-06,0.0006255243094929372,7.207920170458795e-06,0.0006217069891100986,9.177797992093932e-06,0.0006995533809405542,9.175322864134094e-06,0.0006993804297181347
0.048,0,0.009257835144213872,-0.030062783781684775,0.009261523028561666,-0.029937801403144164,0.009235204874435602,-0.02973698396625444,0.00923561487731366,-0.029707456458892938
0.048,1,0.0007335797709778336,0.0293535945522502,0.0007299436274814023,0.02923295627759005,0.0007540396795459143,0.02894815995305574,0.0007536325214219063,0.028918817258738856
0.048,2,8.585084808293509e-06,0.0007091892294345792,8.533343956953505e-06,0.0007048451255540959,1.07554460184913e-05,0.0007888240131986849,1.0752601264442197e-05,0.0007886392001540531
